,Actual,Predicted
2982,410.9,455.18229999999943
2984,668.6,461.96349999999995
2985,435.9,419.7969000000001
2986,503.8,551.7689000000006
2987,358.4,402.5583
2988,518.4,445.21589999999986
2989,389.2,434.4874
2990,552.2,452.6136999999999
2992,480.6,439.0204
2993,484.2,454.3154999999999
2995,522.6,558.4187000000003
2996,437.6,495.34229999999974
2998,411.7,464.36349999999965
2999,457.6,450.0334999999996
3000,612.3,590.0364999999991
3001,392.5,418.9609
3002,510.1,573.8587999999999
3003,427.4,422.5437000000001
3004,422.9,433.97310000000016
3005,656.8,556.1233999999998
3006,358.8,481.61419999999964
3007,577.6,418.79000000000013
3008,516.4,474.5817000000004
3009,463.6,418.86609999999973
3011,360.6,438.39839999999987
3013,373.0,417.2536000000003
3014,598.8,526.326
3015,407.4,427.5430999999999
3016,588.1,507.66570000000013
3017,410.5,424.89160000000027
3018,390.4,466.9539
3019,387.5,507.3640000000004
3021,348.5,560.0273
3022,579.8,451.0868
3023,394.5,457.7232999999999
3024,418.9,453.9571999999999
3025,521.2,494.1995999999995
3026,377.2,517.9247000000008
3028,415.8,416.61230000000023
3029,591.2,533.1255000000001
3030,521.7,470.44990000000087
3031,418.1,431.94669999999957
3032,406.3,440.2983000000001
3033,714.4,694.8346000000003
3037,586.2,503.21699999999913
3040,686.4,509.67089999999945
3042,548.9,474.0663999999991
3044,647.3,652.6652999999998
3045,490.0,461.7997999999997
3046,590.7,583.6229000000003
3047,379.3,414.2698000000004
3048,438.4,449.76749999999964
3052,450.4,461.04629999999986
3053,651.1,439.74519999999984
3054,446.8,485.49900000000014
3055,359.9,441.50509999999974
3056,475.8,408.7930000000001
3062,374.1,416.35380000000026
3065,726.3,669.9260999999998
3066,423.9,414.04770000000036
3068,383.5,408.6001000000002
3069,409.8,415.82580000000024
3070,374.3,442.19869999999986
3071,417.5,418.10200000000003
3072,460.1,511.2637000000002
3074,512.7,547.8305
3075,372.0,507.20329999999973
3076,611.4,577.0385999999997
3078,382.4,414.88410000000016
3079,467.0,463.0150999999998
3080,768.8,774.2115999999994
3081,532.6,508.4162999999996
3082,577.1,421.6848000000001
3083,497.2,418.32199999999983
3084,408.8,423.0631999999999
3085,390.6,423.39960000000013
3086,415.1,440.2731999999996
3089,577.2,538.2323000000007
3090,366.2,459.78710000000007
3091,487.5,421.6183000000001
3095,465.7,505.78090000000014
3096,400.1,418.6769000000002
3097,426.7,442.7201000000002
3098,355.1,419.3203000000001
3099,671.6,677.6815999999997
3100,364.5,407.80470000000025
3101,679.9,559.9599000000003
3102,523.6,455.9898
3104,381.3,541.5428000000002
3105,462.1,420.1657
3107,393.9,427.29190000000034
3108,443.9,486.8569000000002
3110,421.7,465.0223000000007
3111,397.8,427.9374999999999
3112,358.5,422.03700000000043
3113,520.7,525.6399000000008
3114,405.9,418.9006
3115,365.8,444.14029999999957
3116,344.8,518.6347999999999
3117,633.4,607.6141999999999
3118,474.6,457.53270000000015
3119,548.4,495.7409999999999
3120,419.1,424.9833999999999
3121,395.6,417.91909999999984
3122,422.4,437.57009999999997
3123,397.7,433.9077000000001
3126,460.8,447.6248999999999
3128,353.6,413.04340000000013
3129,515.7,445.0889999999999
3131,546.1,614.9533000000002
3134,607.4,572.3971
3135,528.6,454.6984
3137,460.6,458.7227000000001
3138,351.6,452.45640000000014
3139,531.2,512.1156
3140,369.0,444.6234999999999
3141,487.1,466.1226999999996
3142,531.7,491.70940000000024
3143,694.7,679.1905000000007
3144,697.5,569.4886000000001
3145,538.7,521.9240000000003
3146,406.6,471.0495999999998
3147,348.0,417.58140000000003
3148,426.3,479.73780000000005
3149,436.5,430.3061000000001
3151,544.3,481.0866999999999
3152,371.9,457.8475999999996
3153,348.2,433.6565999999998
3154,479.6,437.13799999999975
3155,461.0,484.7796
3156,473.8,433.3027999999996
3158,494.4,490.09529999999984
3159,554.9,447.7349999999995
3160,335.5,449.56750000000005
3163,397.6,427.6362999999998
3164,444.6,437.0193000000001
3165,583.2,431.43780000000044
3167,475.7,436.25419999999986
3169,580.4,657.4070000000004
3170,352.4,454.6766999999998
3172,409.0,450.9274000000001
3174,692.9,655.7472
3178,393.3,517.7926000000001
3180,399.0,414.73810000000014
3181,611.9,435.1171000000003
3182,515.1,432.4913000000002
3184,586.6,421.5805999999997
3186,398.9,411.7314000000003
3187,497.7,426.8044999999999
3188,551.0,559.0069000000004
3189,606.8,554.1369000000004
3190,447.7,422.84569999999997
3191,374.7,473.56719999999996
3192,620.8,495.07679999999976
3195,487.8,439.5274000000003
3196,581.0,532.3181999999998
3197,611.9,613.4746000000001
3200,637.6,576.0802999999997
3201,523.6,451.96659999999986
3202,446.7,423.3975000000004
3204,423.8,457.6303999999997
3205,634.8,572.1521
3207,533.3,545.7047
3208,382.6,456.22660000000013
3209,536.5,448.7164
3210,383.8,456.4901999999999
3212,530.9,533.0660999999994
3213,415.0,416.9421000000001
3215,522.3,561.9924999999998
3216,708.3,592.7043999999995
3217,439.1,421.40490000000005
3218,389.4,416.0209000000003
3219,532.3,451.24579999999963
3220,405.9,463.15589999999975
3222,598.3,543.6720000000003
3224,452.4,459.7428
3225,700.6,655.5548000000008
3226,868.2,845.6308000000013
3227,393.6,426.0032999999994
3230,442.1,445.2470999999998
3231,388.1,420.73859999999985
3232,508.3,425.1651000000001
3234,408.4,493.7866999999996
3235,419.9,430.4596999999997
3237,467.6,565.9409000000002
3239,449.3,499.7370999999996
3240,482.9,458.62380000000053
3241,707.5,618.3973999999996
3242,580.4,429.2333000000002
3243,366.1,431.20539999999994
3244,453.1,416.9248000000003
3245,442.3,413.2896000000001
3246,432.0,456.00000000000017
3247,667.7,671.5675000000005
3248,588.2,541.8403000000006
3249,473.5,443.99400000000014
3250,484.5,532.5134000000004
3254,461.3,435.5413999999999
3257,378.6,499.7993999999998
3260,399.9,476.36070000000024
3261,552.1,537.7315000000004
3262,491.8,505.9090999999998
3264,496.7,424.2729
3268,606.5,616.4215999999994
3270,579.5,561.8443000000004
3271,795.0,727.8073000000004
3272,537.2,519.7194000000009
3273,366.2,459.69829999999985
3274,485.7,506.5714000000006
3275,350.9,422.3710999999999
3276,608.6,494.0257000000001
3277,630.7,571.9422999999999
3279,672.3,563.6348999999998
3280,371.2,422.2069999999999
3281,446.8,425.7021000000001
3282,432.6,415.1756000000002
3283,656.1,584.7335
3284,448.4,439.09629999999953
3285,529.1,481.36509999999976
3286,494.9,429.4231000000002
3290,362.5,474.2589000000001
3291,431.7,484.1571000000001
3292,608.2,529.4135000000003
3293,518.4,601.1775000000004
3294,458.0,457.97530000000023
3295,492.2,420.2814000000002
3296,568.3,512.4463999999998
3297,466.3,450.5422999999997
3298,486.1,451.31419999999963
3299,575.3,584.3208999999993
3300,428.5,434.0502999999998
3304,562.3,461.1742999999993
3305,467.5,494.7919999999999
3306,425.0,428.7737000000001
3307,386.6,517.8057000000007
3309,366.6,461.5102000000002
3310,693.0,595.8171999999998
3311,609.5,460.81789999999984
3312,418.3,451.3739999999997
3313,557.1,447.1749000000005
3317,468.0,444.7020999999997
3320,362.3,430.53509999999994
3321,461.5,416.5820000000002
3322,409.1,424.03479999999985
3326,474.6,417.1992000000002
3327,488.0,477.90239999999966
3330,514.6,438.27679999999947
3331,374.4,415.6799000000001
3332,518.0,577.5863
3333,396.0,449.3328999999999
3334,666.3,545.9033999999998
3336,425.4,497.0574999999993
3337,709.0,621.9883999999995
3338,486.7,464.3151
3339,458.0,493.72520000000003
3340,604.8,589.8913999999994
3341,502.3,415.24350000000004
3342,379.3,454.50209999999987
3344,422.5,477.1796000000001
3345,381.6,449.46919999999983
3347,523.2,512.5533999999998
3348,538.2,461.77070000000026
3349,396.2,488.2117999999997
3350,376.7,418.66080000000005
3352,349.6,421.3421000000002
3354,434.9,439.7750999999995
3356,524.9,533.2090999999996
3357,488.2,488.0539000000004
3359,440.4,441.48869999999994
3362,553.9,522.2341999999999
3363,450.8,475.1714999999994
3364,541.3,570.4512999999994
3365,404.1,436.1736999999997
3366,355.1,423.495
3367,428.1,424.5904999999999
3368,619.1,544.4323000000007
3369,353.0,434.5865999999999
3370,491.1,636.8538000000001
3371,519.5,410.49350000000027
3372,456.7,420.35140000000007
3374,437.8,454.21000000000004
3375,618.4,562.2949999999998
3376,865.5,852.0792999999996
3377,525.5,430.3831999999999
3379,405.2,433.5236000000003
3380,419.7,432.00400000000064
3381,413.0,424.7380000000004
3383,446.2,459.19329999999997
3384,378.3,411.3271000000003
3385,542.8,505.1307999999995
3386,435.7,432.73660000000035
3387,447.2,430.8406999999999
3390,443.2,447.1655999999999
3391,355.3,429.5239000000001
3392,529.3,499.2951000000004
3393,558.0,491.9916999999998
3394,378.7,494.33150000000035
3395,437.9,624.7288000000003
3398,843.9,768.6173000000008
3399,433.6,482.93739999999997
3400,339.2,471.31990000000013
3401,482.9,496.98199999999935
3402,382.3,503.8046999999999
3403,764.9,768.3449999999996
3405,458.3,503.26770000000016
3406,495.3,418.7217000000003
3407,431.6,500.61419999999976
3409,512.9,420.71710000000024
3410,402.9,495.3860999999999
3411,393.7,424.2485000000002
3412,486.0,415.0409000000003
3414,427.9,432.8876999999995
3415,498.8,437.1149000000001
3416,475.9,484.8900999999999
3417,427.5,445.0027000000002
3418,472.6,447.208
3420,729.1,481.6873000000006
3422,523.2,605.7424999999998
3423,406.9,405.17410000000007
3425,669.8,628.9573999999996
3426,400.1,494.84520000000106
3427,545.7,514.4055000000002
3428,496.2,439.8317999999997
3429,619.4,672.9262999999997
3432,497.2,557.3045000000001
3434,665.7,615.1476000000004
3438,433.2,477.30520000000007
3439,409.0,418.62380000000036
3440,580.6,668.8967000000004
3441,647.0,502.8560999999999
3445,366.0,440.4082999999997
3446,556.4,538.7647000000003
3447,610.6,513.0029999999998
3448,430.5,408.49440000000016
3452,371.6,419.9638000000003
3453,513.1,446.9680999999999
3455,535.6,427.5571000000005
3456,404.3,452.6582999999999
3459,467.3,440.7353
3460,349.8,504.16179999999946
3463,455.2,418.3638
3465,421.0,425.49760000000015
3466,388.6,424.3964000000002
3467,484.4,482.5956999999999
3469,431.8,482.1823999999997
3470,552.5,471.8803
3471,613.9,504.5024000000001
3473,485.7,479.1592999999999
3475,407.2,425.99340000000007
3476,462.7,420.4041000000001
3477,605.1,423.62760000000014
3479,416.9,458.7857999999997
3480,404.6,540.8100999999998
3481,433.0,433.9665
3482,414.3,411.7476000000001
3483,641.6,447.53989999999953
3484,382.0,484.59330000000045
3486,489.1,457.0775000000001
3487,604.1,502.5231999999998
3488,574.9,558.3127
3489,398.1,427.4174000000004
3490,430.8,483.3300999999996
3491,449.4,433.6655999999997
3492,465.0,468.6507000000002
3495,397.9,428.3402
3496,551.0,469.61519999999996
3498,452.3,428.45769999999976
3500,554.1,493.8571999999997
3504,570.9,526.9136999999997
3505,459.2,417.90399999999994
3507,422.8,406.25060000000013
3508,667.0,494.7133999999999
3509,399.2,423.01280000000037
3510,405.0,499.32309999999944
3511,603.5,482.6630999999995
3512,421.5,419.8935999999996
3513,463.9,460.7466000000003
3514,546.2,438.92159999999956
3515,400.8,512.5090000000008
3516,478.4,456.53310000000056
3517,441.7,522.0138000000004
3518,505.6,525.9712
3520,487.3,414.9418000000003
3521,417.4,447.3322999999999
3522,486.7,451.75789999999995
3523,494.3,531.7546
3525,459.1,482.8427999999996
3526,483.9,478.1687000000002
3527,394.1,410.6676000000001
3528,456.2,447.00209999999964
3530,410.4,414.33420000000007
3532,569.3,451.97140000000013
3534,437.0,428.5584
3535,838.8,790.0586999999985
3536,531.3,571.1295999999998
3537,550.2,486.6443
3539,480.2,490.2661999999997
3540,453.3,501.81529999999947
3541,459.7,416.43310000000037
3543,337.0,405.82680000000005
3545,411.2,525.2770000000002
3546,428.3,422.47650000000016
3547,468.3,446.6418
3549,429.3,425.08140000000014
3550,400.3,432.69099999999975
3551,468.8,564.4313999999993
3552,416.8,414.1209000000001
3554,564.4,506.1101999999997
3555,398.6,419.6113999999999
3556,488.7,412.3445000000004
3557,455.2,476.5208999999997
3558,409.7,416.7076000000001
3559,519.7,502.0905999999997
3560,526.0,508.0453000000005
3563,541.7,454.83740000000023
3564,486.8,449.5453999999995
3565,465.4,444.27439999999984
3566,647.2,579.3232999999999
3567,454.2,473.49490000000014
3568,402.0,556.4602000000003
3570,406.1,472.24620000000004
3574,558.3,612.8025999999999
3579,857.9,853.3812000000012
3582,406.6,446.94669999999985
3583,468.7,441.1956999999997
3587,456.4,453.6748000000002
3588,504.0,518.8281999999997
3591,596.5,495.8933999999999
3592,460.6,527.4691000000003
3593,420.5,444.1000999999997
3595,479.6,467.19029999999975
3597,424.7,473.1205000000003
3598,547.4,472.79529999999943
3599,422.1,444.0955999999999
3600,492.8,527.1184
3602,365.2,492.00709999999947
3603,503.9,485.70699999999977
3604,361.2,422.85409999999996
3606,468.5,486.6533000000001
3607,514.1,459.9548999999999
3608,382.4,417.74829999999986
3609,345.9,415.49809999999997
3611,424.3,432.28709999999955
3612,478.9,515.9807999999997
3613,713.3,753.1997999999984
3614,469.2,482.0097999999998
3615,457.2,420.68350000000015
3616,444.4,419.2412000000001
3618,541.6,657.0497999999999
3619,398.6,409.20649999999983
3620,537.9,438.3983999999999
3621,407.8,449.29649999999987
3622,544.1,426.75180000000023
3624,360.1,449.63140000000016
3625,498.2,587.3589000000003
3628,633.9,584.1555999999999
3629,569.9,424.2045999999999
3631,594.8,551.7816000000001
3634,679.6,644.8754
3635,398.9,486.3268999999993
3636,586.5,467.5995999999996
3637,877.4,687.2801
3638,372.0,464.09929999999963
3639,362.1,419.4480000000001
3640,748.6,760.8716999999991
3642,402.4,429.32520000000017
3643,472.9,500.3919999999996
3644,696.1,626.5641999999993
3645,394.3,423.4870000000004
3646,379.5,410.17620000000045
3647,452.4,417.2539999999999
3648,438.8,453.9801
3649,386.9,427.9183000000004
3650,405.3,413.7889000000001
3651,874.1,853.1384999999974
3652,531.0,515.8292
3653,388.6,417.71460000000013
3654,521.6,444.40539999999976
3655,851.0,709.8476000000007
3659,686.5,674.0333000000005
3660,522.7,453.4448000000003
3662,442.4,446.38200000000006
3663,380.3,448.26629999999983
3664,360.4,418.7315999999999
3667,478.1,428.5386000000003
3668,411.4,426.52259999999984
3669,380.3,441.8702000000001
3673,566.2,492.01650000000035
3674,589.9,547.467
3675,385.8,423.64910000000015
3676,521.8,458.23089999999974
3677,679.4,545.8845
3678,427.5,446.4756000000001
3680,376.5,422.4130000000001
3681,497.0,451.4062000000002
3682,935.1,883.0121999999965
3683,406.8,425.19969999999984
3684,418.9,435.2862999999999
3685,452.4,417.47130000000055
3686,366.0,442.22069999999985
3687,481.1,425.1607000000003
3688,418.1,419.4787999999999
3689,663.9,548.6845000000001
3690,670.4,673.5061000000002
3691,500.3,498.9638999999999
3692,468.4,460.95589999999976
3693,517.4,445.19839999999965
3694,339.7,418.46440000000007
3695,423.0,459.1543999999998
3697,548.3,444.6263000000002
3698,665.7,518.3196000000007
3700,463.7,451.81590000000006
3701,384.8,425.19259999999997
3702,441.2,443.5326999999997
3704,431.0,428.2668000000005
3705,460.2,427.95440000000013
3706,547.7,474.74019999999973
3707,501.1,427.6558000000001
3708,521.3,439.5349999999995
3709,419.1,426.7410000000001
3710,420.3,420.6927999999998
3711,362.3,423.8125999999997
3712,578.0,495.40700000000015
3713,591.5,443.77649999999966
3714,616.1,545.9599000000001
3717,411.7,432.2950000000002
3718,397.3,405.5381
3719,407.3,422.5708999999999
3720,459.1,436.17659999999995
3721,492.6,424.6512000000001
3725,407.9,416.1255000000002
3726,458.0,432.4608
3727,346.7,423.5281000000002
3729,450.7,510.5526999999999
3730,437.2,443.0522
3731,455.1,428.3895999999999
3733,406.6,430.06580000000014
3734,454.1,486.3108
3735,534.5,545.2188000000006
3737,542.6,423.2418999999999
3739,504.0,475.18340000000006
3740,423.9,603.0116000000003
3741,656.6,662.0045000000003
3742,378.7,427.8097000000001
3743,375.3,448.6930999999997
3744,382.2,438.54630000000014
3745,514.3,454.14650000000006
3746,529.6,424.9816000000002
3748,459.4,448.0785999999996
3749,537.2,461.48569999999995
3750,375.8,449.2136
3751,691.4,534.1401
3753,470.2,497.32529999999986
3754,356.0,421.3875
3756,830.1,560.627
3759,351.8,420.8270000000002
3761,405.2,440.36079999999976
3762,512.7,421.23720000000014
3763,399.9,429.73540000000037
3764,508.5,506.20469999999983
3765,359.5,435.0301000000002
3766,478.1,426.5216
3768,547.0,527.4418000000003
3770,633.1,539.1225
3771,632.6,645.2425999999999
3772,515.4,435.32789999999983
3773,370.8,431.3854999999996
3774,418.3,438.49679999999915
3775,431.9,429.08170000000007
3776,381.5,447.2531999999998
3777,506.5,417.68890000000033
3778,595.0,573.8414000000002
3780,403.4,420.3158999999999
3781,477.8,509.6503999999994
3782,456.7,476.8397000000002
3783,0.0,390.2461
3784,528.5,425.3305999999998
3786,604.0,455.3401999999998
3787,535.8,482.85560000000015
3788,636.9,445.48410000000024
3789,409.7,443.2517999999997
3790,416.6,426.62630000000036
3791,570.2,514.4823999999996
3792,776.2,768.8159999999997
3793,465.2,553.0369000000001
3794,538.8,442.4794000000001
3795,356.2,412.1470999999998
3796,759.4,706.0891000000013
3799,379.1,419.0813000000001
3800,419.7,485.3173999999996
3801,695.4,561.6522999999999
3802,472.0,413.7058
3803,446.5,445.1854999999997
3805,531.2,498.18879999999984
3806,559.6,488.8472
3807,425.3,447.3792000000001
3808,414.9,424.8869
3810,526.0,523.7607999999997
3813,515.0,504.4168999999996
3815,388.2,406.39140000000026
3817,752.0,534.9876999999998
3818,407.6,418.9483999999999
3819,506.2,457.26159999999976
3820,445.3,417.80710000000033
3821,469.3,479.8143999999997
3822,449.2,441.4081999999996
3823,429.6,442.4389999999999
3824,391.9,411.8163000000002
3826,601.2,575.7407999999997
3827,402.5,458.8418999999998
3829,384.4,461.7732
3830,528.7,421.6681999999999
3831,399.4,416.8066
3832,395.9,441.3647999999997
3833,370.7,447.2858000000002
3834,433.7,424.2112000000004
3835,419.2,476.6229000000002
3836,575.4,570.9057999999994
3837,369.7,440.4054000000001
3838,409.3,480.5520000000003
3839,400.9,445.6912999999995
3840,438.8,430.46029999999996
3841,415.8,416.82800000000003
3842,444.4,423.0265999999997
3843,434.0,419.51660000000015
3845,351.9,421.4229000000001
3847,575.1,541.7664000000005
3851,476.5,453.6971000000002
3854,590.4,502.51789999999954
3856,498.1,568.0557000000002
3857,524.0,415.3008000000002
3858,815.5,674.4760000000005
3859,581.9,569.6148000000001
3860,616.7,492.5278999999998
3861,418.0,426.02780000000007
3864,808.6,776.8530999999986
3865,504.1,469.4427
3866,371.5,429.80350000000016
3867,411.9,416.06620000000015
3868,566.7,591.2425000000002
3869,480.6,433.0542999999997
3870,649.9,616.2333000000001
3873,474.8,444.5249999999994
3874,343.5,424.534
3875,396.7,444.99869999999976
3876,560.7,446.30089999999944
3878,357.7,447.6342999999996
3880,407.9,459.55489999999946
3882,677.9,541.5201000000004
3883,465.3,428.8183999999997
3884,389.3,413.8516
3885,675.0,526.4441999999997
3886,548.9,551.5776000000004
3889,555.2,483.39739999999944
3890,483.6,432.6819
3891,587.0,571.6916000000004
3892,507.4,551.2585
3893,452.0,421.43799999999965
3894,344.6,443.9871000000001
3895,418.8,450.0152
3896,438.0,414.45630000000045
3897,609.7,525.1783999999997
3898,468.0,457.78869999999966
3899,397.0,420.43330000000003
3900,625.6,503.9823999999999
3902,388.3,506.7945999999996
3903,557.9,477.2604999999999
3904,437.3,472.26309999999995
3906,579.9,422.3137000000002
3907,388.6,452.0498999999998
3909,394.7,464.41580000000016
3910,394.4,466.33940000000007
3911,515.6,551.2551000000002
3912,361.3,438.2430999999996
3913,381.6,409.1881000000003
3915,372.8,419.63600000000014
3916,470.3,496.6881999999999
3919,357.5,440.9027000000001
3920,403.5,440.8847999999998
3921,472.2,536.7787999999997
3923,384.9,447.88760000000025
3924,419.8,469.7446999999997
3925,615.6,513.7953999999999
3926,505.1,443.2378999999998
3928,413.5,438.79319999999984
3931,510.2,490.19469999999995
3932,555.2,443.72100000000034
3933,407.3,445.22470000000044
3934,397.2,467.8259000000002
3935,446.4,440.48549999999955
3936,398.0,487.02309999999966
3938,437.1,435.68119999999976
3939,389.9,419.79989999999987
3940,382.4,414.1794
3941,582.4,460.09569999999997
3943,419.8,426.19659999999993
3944,535.6,560.6366999999999
3947,416.7,436.30190000000067
3948,417.2,425.21800000000025
3949,538.2,443.6539999999999
3950,564.6,542.6461999999999
3951,411.6,444.6679000000002
3952,743.2,688.8466999999999
3953,442.0,441.8872999999995
3954,442.9,438.7642999999994
3955,566.4,556.2902000000004
3957,411.8,416.4717000000002
3958,506.3,450.1557999999997
3959,406.8,472.39810000000006
3960,482.8,452.3816999999998
3962,442.9,415.06559999999996
3964,443.8,478.55850000000015
3965,417.0,421.76529999999997
3966,538.0,506.42230000000006
3969,530.2,496.20839999999976
3972,743.9,573.7608000000001
3974,415.6,510.7141999999998
3976,429.9,491.9017999999994
3977,349.6,445.67809999999986
3978,410.4,438.62900000000025
3979,649.8,658.0907999999997
3980,823.9,747.187
3981,356.3,447.02960000000024
3982,403.4,451.1148999999999
3984,527.7,452.35110000000014
3987,709.8,443.37040000000025
3988,521.5,525.2171999999996
3989,384.0,407.80340000000035
3990,378.6,430.40120000000013
3991,552.5,470.91859999999974
3992,573.6,542.0642
3993,542.1,478.9004000000005
3995,499.7,449.37879999999996
3996,699.7,479.9468000000001
3997,472.8,503.40149999999966
3998,579.5,519.1868999999995
4001,636.2,568.1315999999998
4002,526.6,501.34149999999937
4003,441.6,456.18510000000003
4005,494.3,545.5578000000002
4007,408.2,420.20799999999986
4008,505.9,512.2681000000007
4009,443.6,449.2343000000002
4011,378.0,414.24369999999993
4012,388.4,418.06829999999997
4013,582.9,528.8595000000005
4016,495.2,476.5633000000001
4017,481.4,506.73119999999983
4018,488.5,461.9985999999996
4019,817.0,741.8681999999999
4021,584.6,569.2050000000002
4024,359.7,473.76049999999947
4028,477.4,454.33120000000014
4030,473.1,423.63530000000014
4031,373.8,421.9260999999997
4033,508.1,451.2895999999997
4034,387.7,432.76479999999987
4035,422.9,416.379
4037,537.4,464.0922
4038,449.9,486.70579999999967
4039,410.9,441.3433000000001
4040,682.2,494.87450000000007
4041,550.8,424.50410000000034
4042,365.8,411.7756000000002
4044,475.7,417.642
4045,420.8,498.5117999999999
4046,542.3,547.1763
4047,477.8,448.21
4049,659.6,552.8370000000004
4050,396.3,601.8570999999998
4051,517.0,494.3280999999996
4053,420.9,427.48520000000025
4054,360.2,423.67800000000017
4055,426.2,453.0993999999997
4056,395.5,451.24459999999965
4057,396.0,448.9024999999997
4058,373.2,415.77810000000005
4059,441.0,436.37150000000014
4060,404.0,421.0657000000003
4061,423.6,418.12969999999984
4062,402.9,408.8380000000003
4063,599.5,504.6934
4064,505.7,486.0664000000002
4065,478.5,542.4380999999995
4066,564.8,498.81349999999986
4068,481.3,487.9482999999997
4069,539.5,465.69390000000004
4070,457.4,452.26080000000024
4071,452.6,425.6144000000003
4072,448.9,474.60260000000005
4073,547.7,455.81890000000004
4074,530.7,449.7433999999998
4075,567.6,457.4514000000001
4076,430.8,459.6046000000001
4078,461.6,440.6801000000008
4080,476.4,419.40079999999995
4081,367.4,424.1230000000001
4082,410.0,428.92120000000006
4084,489.6,426.78580000000017
4085,539.1,451.5798000000004
4089,422.7,415.97490000000033
4091,405.0,444.5376999999995
4092,410.1,420.9005000000002
4093,462.6,451.4572999999999
4096,520.7,501.9017
4098,533.0,505.5416999999996
4099,450.7,416.2699999999998
4100,420.5,478.84880000000004
4102,476.2,513.0012999999997
4103,348.7,413.5924999999999
4104,422.5,419.59510000000034
4107,404.1,421.71279999999973
4108,643.1,533.9638000000003
4109,368.3,424.7290000000002
4110,626.2,507.32290000000063
4111,355.3,419.98810000000026
4112,375.0,519.8751000000003
4114,438.0,440.0351000000003
4116,421.7,417.1521999999998
4117,383.5,420.0969000000002
4118,468.8,455.69070000000016
4119,451.4,450.7928999999999
4121,422.5,483.1017999999998
4122,379.1,457.4119000000001
4124,388.9,443.60169999999977
4125,398.1,503.03150000000016
4127,598.2,568.0006000000002
4128,460.5,417.02380000000016
4131,540.4,445.7395
4133,563.8,459.4719999999998
4134,545.6,435.1168000000001
4135,404.5,519.9127
4137,482.2,573.0766999999995
4138,496.1,419.21970000000016
4141,391.4,415.405
4143,512.8,439.9139000000001
4144,411.9,419.8854999999998
4145,442.0,484.5186000000001
4147,347.3,410.6944000000003
4148,466.6,435.3158999999998
4151,552.9,431.30699999999973
4153,527.3,574.0613999999998
4154,378.5,428.25609999999955
4155,398.6,418.45469999999995
4157,491.6,504.7530999999998
4158,430.3,466.6348999999999
4161,598.2,663.2865000000008
4163,365.1,432.6389999999997
4164,389.9,419.2132
4166,379.1,431.25550000000004
4167,551.1,423.29190000000034
4168,413.5,419.56039999999985
4169,428.4,418.1311999999997
4171,630.5,676.6365000000006
4172,369.9,429.1468999999998
4173,549.5,519.989400000001
4174,576.2,526.9034
4175,406.3,435.65440000000046
4176,414.9,443.76729999999986
4180,339.3,409.0271000000002
4181,497.1,531.8867999999999
4182,713.5,593.1136999999997
4185,383.7,422.0693
4187,587.6,544.9112000000005
4188,544.2,463.85200000000026
4189,418.8,456.4901
4190,361.1,416.6135000000002
4191,634.4,470.8394999999998
4192,487.2,461.76249999999993
4193,407.0,423.6791999999999
4194,544.6,516.9513000000004
4195,485.4,434.5849000000003
4196,363.6,433.6810000000001
4197,429.0,427.70200000000006
4198,372.0,490.74729999999977
4205,382.2,432.56839999999994
4207,696.1,583.1766000000003
4208,450.5,517.3048000000008
4209,439.8,433.0216000000003
4210,378.1,424.97129999999987
4211,474.8,450.2963
4212,442.7,536.0531000000004
4213,538.6,504.3014999999998
4215,462.1,466.7439
4219,447.1,414.0928000000003
4220,548.6,422.3573000000005
4221,588.3,504.8147999999999
4222,617.7,505.4178999999998
4223,369.6,431.12589999999994
4224,532.6,601.3488
4225,653.7,501.4731000000003
4227,541.7,451.61580000000004
4229,755.3,610.3113999999988
4230,473.7,423.5812
4232,673.5,535.0604999999999
4234,388.2,416.79890000000023
4235,437.2,443.3204999999998
4236,451.5,414.3766000000003
4238,466.6,421.4043000000003
4240,428.9,438.051
4241,394.3,443.9901000000001
4242,492.9,570.4877999999994
4243,409.7,429.50809999999996
4246,426.0,441.7923000000004
4248,432.3,419.1021000000003
4250,453.2,447.36040000000037
4251,479.3,424.1183999999997
4252,375.1,427.76299999999986
4253,510.4,484.6587000000001
4255,354.6,419.47780000000034
4257,709.3,644.5513999999998
4258,433.7,450.5416999999998
4259,445.5,439.9057000000003
4260,519.5,441.24019999999985
4265,402.8,482.20329999999944
4267,372.5,414.80270000000013
4269,434.5,429.68450000000047
4270,467.5,426.5810999999999
4271,369.0,420.5209000000002
4272,426.5,423.52479999999986
4273,438.6,413.7817000000004
4274,461.1,461.12060000000054
4275,465.6,552.7566999999998
4276,565.3,535.1320000000004
4277,361.9,447.25169999999986
4278,392.7,416.20529999999997
4280,607.8,529.7866000000007
4282,584.4,483.4466000000003
4283,494.7,454.4010999999999
4285,386.6,427.47560000000016
4286,708.9,717.2881000000004
4288,533.8,414.55610000000024
4289,419.0,451.0784
4290,433.7,493.91359999999986
4292,563.3,575.6582999999996
4293,464.0,431.00620000000026
4294,600.2,486.57250000000056
4295,434.5,493.13870000000003
4297,374.6,424.0829000000001
4298,548.1,505.64720000000017
4300,364.4,440.61249999999967
4301,380.2,453.5524
4302,601.8,449.41410000000013
4303,408.5,519.4330999999997
4304,464.2,432.32460000000015
4305,354.2,454.80589999999995
4306,670.4,497.9655
4307,343.6,437.4886999999997
4309,568.8,508.1236999999996
4310,365.0,436.4608999999996
4312,380.1,432.6861
4314,422.4,505.0236999999998
